"Team","Year","Playoff_Status","Wins","Total.Payroll","Active.Payroll","Injured","Retained","Buried","Suspended","Average.Age","Payroll.Percent.Change","Diff_From_League_Avg_Payroll","Payroll.Ranking","Top1_Percent","Top3_Percent","Top5_Percent","Median_Exp","Mean_Exp","Position_Payroll_1B","Position_Payroll_2B","Position_Payroll_3B","Position_Payroll_C","Position_Payroll_CF","Position_Payroll_DH","Position_Payroll_LF","Position_Payroll_OF","Position_Payroll_P","Position_Payroll_RF","Position_Payroll_RP","Position_Payroll_SP","Position_Payroll_SS","Position_Percent_Payroll_1B","Position_Percent_Payroll_2B","Position_Percent_Payroll_3B","Position_Percent_Payroll_C","Position_Percent_Payroll_CF","Position_Percent_Payroll_DH","Position_Percent_Payroll_LF","Position_Percent_Payroll_OF","Position_Percent_Payroll_P","Position_Percent_Payroll_RF","Position_Percent_Payroll_RP","Position_Percent_Payroll_SP","Position_Percent_Payroll_SS","Player_Group_Payroll_Designated_Hitter","Player_Group_Payroll_Infield","Player_Group_Payroll_OutField","Player_Group_Payroll_Pitcher","Player_Group_Percent_Payroll_Designated_Hitter","Player_Group_Percent_Payroll_Infield","Player_Group_Percent_Payroll_OutField","Player_Group_Percent_Payroll_Pitcher"
"cincinnati-reds",2015,0,-1.32586141743019,-0.397860522035125,-0.514578348203711,0.540452122572951,0.165153641695649,-0.671816709092194,-0.163429439859788,-0.465107591610434,-0.332959829392534,-0.321848382516686,0.288434203852106,-0.818464303015891,-0.657874627681532,-0.54763643628556,-0.466352289815434,-0.432130021285642,0.435031921259634,0.677762335604676,-0.321776822148673,-0.362938877561348,-0.590305259361533,-0.833606543355862,0.216946307432798,-0.342862642599018,-0.408260370440034,0.829613148542928,0.157932640221824,-0.448221673935898,-0.793116554585451,0.709046132722847,1.10048530845871,-0.22211712069313,-0.274626332390184,-0.683001954697244,-0.876064935666224,0.447475143871682,-0.342027886163191,-0.321805784688718,1.20024343387568,0.512579566347886,-0.283880580747001,-0.984948724016668,-0.833606543355862,-0.137793599211879,0.211225410838337,-0.309808426663305,-0.876064935666224,0.245993914219417,0.600745871684375,0.0869449199313336
"cincinnati-reds",2016,0,-1.01358787456145,-0.845895595308502,-0.611834203827264,-0.069633722211417,-0.440404489814606,0.0393669440963333,-0.163429439859788,-0.886867624305032,-1.26007224892298,-0.894500632445785,1.096049974638,1.17323654119877,2.2716812522804,2.14570962801367,-2.16574298670284,-1.42832413752189,0.799303891189389,0.818887348972849,-0.57611638007372,-0.195568853819195,-0.454684909546528,-0.833606543355862,-0.773143137603864,-0.190902663706074,-0.408260370440034,0.161794557193597,-1.36950511961522,-0.58094611283299,-0.680057486762077,1.76260375451358,1.94023755119241,-0.38890987797749,0.193046480967229,-0.399732877032523,-0.876064935666224,-0.81576671886568,-0.148074748867378,-0.321805784688718,0.747648240599171,-1.0565000521561,-0.0622350543190665,-0.761420194748016,-0.833606543355862,0.0843427867612946,-0.701612127646751,-0.981013390223411,-0.876064935666224,1.5529353986734,-0.39130792980831,-0.890715727316261
"cleveland-guardians",2019,0,0.938121768368168,-0.501699936728445,-0.195549169918118,-0.360877253180838,-0.118337149742231,-0.605390810203406,-0.163429439859788,-0.254227575263132,-1.45467406371551,-0.603950839600232,0.749928930015476,0.107414911071784,0.195429571728687,0.457525413991985,-0.421467755195761,-0.638354096306619,0.701588754867665,1.15137392896789,-0.567988830290289,-0.602503633237563,-0.270162991288611,-0.818709518475374,-0.779190850983146,-0.106805466244216,-0.408260370440034,-0.407773793225729,-1.00140663324864,-0.492463797421278,0.383071893565989,1.14854935742112,1.8780291059057,-0.506687163372549,-0.501729842837463,-0.178122685017188,-0.855617757319453,-0.850850212932793,-0.092097237835183,-0.321805784688718,-0.310369894132388,-0.849056380176748,-0.270391185199668,0.944082216098098,-0.818709518475374,0.468431181885814,-0.889528134333573,-0.77359647783594,-0.855617757319453,1.47758367211547,-0.908068872911417,-0.94459431437269
"miami-marlins",2019,0,-1.87234011745048,-1.09215429976431,-0.553022592857757,-0.559162076163803,-0.798438108917494,-0.359902183391557,-0.163429439859788,-0.465107591610434,-1.09622119260003,-1.22130651244706,1.32679733771969,1.93999775030985,2.82079060185239,1.96064425663872,-1.35871016621447,-1.33103044552928,-0.971513222631634,1.09650029001995,0.655050292834047,-0.826013526771402,-0.514670833503165,-0.788680395682248,-0.651334567134788,-0.342862642599018,2.05976236580812,-0.913084576855408,-1.21487790832941,-0.573879168988179,-0.383346372181709,-1.00094276233585,3.02115811666583,2.08740890239198,-0.587803162675033,-0.464991552607554,-0.788916174981497,-0.551715696575984,-0.342027886163191,2.44704201151118,-0.937430827084845,-0.488739457794056,0.363101224613676,-0.0351516440380625,-0.788680395682248,-0.270105864269094,-1.23069572990012,-0.882848208053317,-0.788916174981497,1.43020561264403,-1.25886142902588,0.117467426055633
"detroit-tigers",2015,0,-0.467109174541155,0.543841631574576,0.34980797929547,0.771677258876346,0.430931516288323,-0.731315358994634,-0.163429439859788,-0.465107591610434,-0.557853436110316,0.662758054590314,-1.096049974638,0.128502184385193,0.248783220210305,0.649140854060084,-1.32138045425355,0.0605338172617394,-0.97583895227455,1.38550427764607,-1.04072810727798,-0.217121229681534,-0.00935462625975424,2.32336599587107,-0.182569656442479,-0.342862642599018,-0.408260370440034,-0.853863241992038,-0.150981176861861,1.05590696935029,-0.576511925865304,-1.05425843353224,1.0604862176449,-1.14411635578291,-0.43847803362571,-0.118265621376523,1.97880949141611,-0.351286520039676,-0.342027886163191,-0.321805784688718,-0.954410562722695,-0.736824760158314,1.20531765559185,-0.750896710874446,2.32336599587107,-0.79307973363618,-0.637573924334903,0.79182592247107,1.97880949141611,-1.47466994019274,-0.96243120055388,0.65258587340729
"los-angeles-angels",2016,0,-0.545177560258339,0.773182446269784,-0.068844543775717,1.46798569902805,1.4706773481046,0.172196970623626,-0.163429439859788,-0.148787567089484,0.699255928787656,0.798343177888424,-0.980676293097161,-0.288302420853033,0.256672751277969,0.941052371543107,-0.413468531204136,0.292977479683253,-0.86865192512272,-1.01573782481341,-0.279069538090671,-0.531665344539592,1.50213847576651,1.31414663349128,1.95142684331269,-0.342862642599018,-0.408260370440034,-0.560237042433864,-0.327897552597477,0.995136731605479,0.365876767516115,-0.971538733308916,-1.15017420263027,-0.514592861625525,-0.708574488617165,1.28051950430991,0.930940920201519,1.40625776907409,-0.342027886163191,-0.321805784688718,-0.725459888424213,-1.01496836992649,0.873503455665056,0.180208588933082,1.31414663349128,-0.903326142368698,1.69090199484195,0.677391591459935,0.930940920201519,-1.69129744858234,1.09578265898196,0.0992967306661086
"los-angeles-angels",2017,0,-0.0767672459552316,0.619443564836985,0.335340038649598,0.164768201890282,1.34440920028266,-0.502220846501167,-0.163429439859788,1.11649253099431,-0.50599021660193,0.516179720491234,-0.749928930015476,-0.142072088596617,0.702000179876987,1.34503686320565,0.918402263401398,0.4586011781124,-0.920788350818916,0.960012362341023,0.428184847583256,-0.76082889348146,2.6187242885463,1.31434900352585,3.68871183963622,-0.342862642599018,-0.408260370440034,0.684342283945048,0.033281214422569,-0.499140999953616,0.994871239967619,-1.00916203545756,0.624974243932364,0.12940210962705,-0.854094591679233,2.50188016184147,1.01958462300458,3.0605372841505,-0.342027886163191,-0.321805784688718,0.343474478209674,-0.627708974719974,-1.04165308688857,0.900547888774465,1.31434900352585,0.212888363179493,4.04561536060329,-0.396984616674098,1.01958462300458,-0.365245043095668,3.48132459262836,-1.56437793458177
"minnesota-twins",2014,0,-0.857451103127078,-0.867288627203652,-0.437496031203571,-0.725131007438165,-0.168609924348643,-0.725367090562744,-0.163429439859788,-0.886867624305032,0.0580796663698146,-0.637503282541337,0.980676293097161,1.90669170452657,1.30330315585575,0.92569564485824,-0.431688985851726,-0.0947862943549902,-0.884087949848493,-0.939530317594596,-0.667036651561279,3.00819935391331,-0.394337374791778,-0.58947186674442,-0.222017139025225,-0.193148377679862,-0.408260370440034,-0.981917751408644,0.121681325904925,-0.789000093190024,-0.725000837704754,-0.874695404215324,-1.02014245488053,-0.528838404266587,4.66606122728079,-0.279739809330982,-0.466887916247955,0.112735445721398,-0.148468867231218,-0.321805784688718,-1.06535179404218,1.36114049301765,-0.580771174540304,-0.848535165724964,-0.58947186674442,-0.421740152196506,-0.885396676243145,-0.598620721424977,-0.466887916247955,0.518106891841017,-0.705893621384947,0.434405494601963
"minnesota-twins",2015,0,0.157437911196322,-0.509389517227685,0.173917557909037,-0.696376817930343,-0.860270449345764,-0.544957085101247,-0.163429439859788,0.272972465605117,0.701550761509266,-0.438458678213411,0.749928930015476,0.984675529258592,0.441373681277421,0.506882499441298,-0.402358497882435,0.278771320031009,-0.928711266164888,-0.729959672742858,-0.348978913905363,3.34015115696787,-0.254188478930594,-0.833606543355862,-0.820082856474414,-0.184165521784712,-0.408260370440034,0.383273543897207,0.401290644578475,-0.577276111221523,-0.793116554585451,-0.971969349145884,-0.74931687068123,-0.207814229371937,4.00823434782338,-0.150772244209177,-0.876064935666224,-0.906894699603067,-0.173361538257119,-0.321805784688718,0.736696133138676,1.01122227291553,-0.4461563289714,-0.984948724016668,-0.833606543355862,-0.166961153018277,-0.521006946720462,-0.324266228378453,-0.876064935666224,0.367070981000338,-0.356338511664355,0.303603011637817
"texas-rangers",2021,0,-1.63813496029892,-0.71053285993448,-1.42420886977585,-0.288391103955136,2.47828842633312,0.767167866918657,-0.163429439859788,-0.886867624305032,-1.85764668963023,-0.688273536437686,0.519181566933791,0.171787978094328,0.200275993405412,0.156749319578259,-1.33871210623541,-1.73926736126871,-0.349883105946507,1.05228455320658,-0.87751555673784,-1.00943479547397,-0.586523538068615,0.740832325566288,-0.812713320611737,0.178292713584565,0.866884709954846,-0.910604102096733,-0.256386192076137,-0.916880063735097,0.179798087108278,-0.118514205587791,2.07291780795334,-0.898658146422558,-0.942251959217159,-0.658207860556832,1.53424778333036,-0.888263319021857,0.273408630196912,0.807197176700352,-0.960758907300882,0.456058796242227,-1.0468389459463,0.794767545881928,0.740832325566288,-0.440657764618292,-1.26303075650688,-0.823288872871342,1.53424778333036,0.1873710056484,-1.42401151629579,-0.681884176015861
