"Wins","Team","Year","Average.Age","Active.Payroll","Median_Exp","Diff_From_League_Avg_Payroll","Position_Percent_Payroll_RP","Retained","Top3_Percent"
-1.32586141743019,"cincinnati-reds",2015,-0.465107591610434,-0.514578348203711,-0.466352289815434,-0.321848382516686,0.512579566347886,0.165153641695649,-0.657874627681532
-1.01358787456145,"cincinnati-reds",2016,-0.886867624305032,-0.611834203827264,-2.16574298670284,-0.894500632445785,-1.0565000521561,-0.440404489814606,2.2716812522804
0.938121768368168,"cleveland-guardians",2019,-0.254227575263132,-0.195549169918118,-0.421467755195761,-0.603950839600232,-0.849056380176748,-0.118337149742231,0.195429571728687
-1.87234011745048,"miami-marlins",2019,-0.465107591610434,-0.553022592857757,-1.35871016621447,-1.22130651244706,-0.488739457794056,-0.798438108917494,2.82079060185239
-0.467109174541155,"detroit-tigers",2015,-0.465107591610434,0.34980797929547,-1.32138045425355,0.662758054590314,-0.736824760158314,0.430931516288323,0.248783220210305
-0.545177560258339,"los-angeles-angels",2016,-0.148787567089484,-0.068844543775717,-0.413468531204136,0.798343177888424,-1.01496836992649,1.4706773481046,0.256672751277969
-0.0767672459552316,"los-angeles-angels",2017,1.11649253099431,0.335340038649598,0.918402263401398,0.516179720491234,-0.627708974719974,1.34440920028266,0.702000179876987
-0.857451103127078,"minnesota-twins",2014,-0.886867624305032,-0.437496031203571,-0.431688985851726,-0.637503282541337,1.36114049301765,-0.168609924348643,1.30330315585575
0.157437911196322,"minnesota-twins",2015,0.272972465605117,0.173917557909037,-0.402358497882435,-0.438458678213411,1.01122227291553,-0.860270449345764,0.441373681277421
-1.63813496029892,"texas-rangers",2021,-0.886867624305032,-1.42420886977585,-1.33871210623541,-0.688273536437686,0.456058796242227,2.47828842633312,0.200275993405412
-1.01358787456145,"texas-rangers",2022,-0.675987607957733,0.154952839841873,-0.502793199110613,-0.00427051727586759,-1.27084853811271,0.723428090139438,1.17180599775738
1.09425853980254,"new-york-yankees",2012,2.69809265359906,2.51468413769296,3.96521780154472,2.33944360829345,-0.411813281510382,-0.375064721081674,-0.672741522212229
-0.154835631672416,"pittsburgh-pirates",2012,0.378412473778764,-0.733900921955679,0.375343834636646,-0.910533039167851,1.36083747072754,-0.906661832739108,0.415370070417603
0.313574682630691,"new-york-yankees",2013,2.06545260455716,2.68431975134823,3.02753098919314,2.44671148243704,-1.01548682407865,-0.446624470253338,-0.821788166079408
1.01619015408535,"pittsburgh-pirates",2013,0.378412473778764,-0.528819791459358,0.433116007909491,-0.774930696854753,0.290604502942427,-1.04962857540359,2.07547307135501
-0.623245945975524,"philadelphia-phillies",2014,1.32737254734161,1.08505722760763,1.29303258700916,1.09283832184352,-0.722805611112285,-0.841215104662063,0.346712580344075
1.32846369695409,"pittsburgh-pirates",2015,1.22193253916796,-0.233809391961942,1.26770171103568,-0.576705039735545,1.23491489233664,-0.932562575446058,-1.06209716513105
0.157437911196322,"washington-nationals",2015,0.167532457431466,1.10355730996741,0.449558857225609,0.731803538349989,-0.240688166792021,-0.978709246064029,-0.710892037472172
1.09425853980254,"washington-nationals",2016,0.694732498299714,0.548770238046141,2.17605803541797,0.112426718572651,0.717281424900884,-0.23723463866194,0.276666969352467
1.25039531123691,"washington-nationals",2017,1.32737254734161,1.02610116900711,1.391245281573,0.394354062976482,0.0323708514577564,-0.738631375602328,-0.679368558388632
1.48460046838846,"new-york-yankees",2018,-0.359667583436783,1.14530246671164,-0.441021413841955,0.820298475900116,1.04231974611724,-0.538395466026829,-0.166545494144621
0.0793695254791376,"washington-nationals",2018,-0.465107591610434,0.309665264988191,0.41533995459477,0.406156879693609,0.0185142169474878,1.39988921250909,-0.645003448067672
0.391643068347876,"toronto-blue-jays",2020,-0.254227575263132,-1.24429563193419,-1.36226537687741,-0.139168551025613,-0.345142827697593,-0.209341148015744,-0.400389112193925
0.391643068347876,"los-angeles-dodgers",2012,1.22193253916796,0.413924473323899,2.64801225092383,0.197697211463489,-0.969486891278045,-0.842049096004493,-0.876809401498391
0.860053382650984,"los-angeles-dodgers",2013,1.32737254734161,2.39365481808382,3.93322090557822,2.48971453980812,-1.18809335143729,0.269278289869611,-1.55648485636294
1.01619015408535,"los-angeles-dodgers",2014,1.11649253099431,2.97169691550449,3.11818886109823,2.42064713542954,-0.80363215817676,-0.917971401593124,-1.31325531901366
0.860053382650984,"los-angeles-dodgers",2015,0.483852481952415,2.22942864721113,1.38191285358277,3.42076762380602,-0.947811582488062,3.17115508344574,-1.59082443673071
0.781984996933799,"los-angeles-dodgers",2016,0.694732498299714,2.10224052622523,0.479333746527768,2.62516280085262,-0.970130543837429,2.09783549703051,-1.22823994847672
-0.779382717409893,"philadelphia-phillies",2016,-1.09774764065233,-0.820160044519204,-0.472129507142718,-0.592715915114105,-0.251907565823199,0.230528516902685,1.18949218059972
-0.310972403106785,"miami-marlins",2017,1.11649253099431,-0.432909276510101,0.377121439968118,-0.578447132840129,1.86160325585341,-0.263046218213207,-0.212320709434966
-1.16972464599582,"san-diego-padres",2018,-2.04670771421518,-0.89395014883155,-0.527679673751224,-0.684709158175904,1.02900480149742,1.60139976648866,0.508939471572058
1.01619015408535,"oakland-athletics",2012,-0.675987607957733,-0.761525071055733,0.361122991984868,-0.92334731394733,0.829230148363964,-0.865624004433119,-0.704574901745619
1.17232692551972,"oakland-athletics",2013,0.167532457431466,-0.585091218655395,0.433116007909491,-0.862378691681993,-0.612919926492817,-0.979645216247325,-0.382677364428647
