"Team","Year","Playoff_Status","Wins","Total.Payroll","Active.Payroll","Injured","Retained","Buried","Suspended","Average.Age","Payroll.Percent.Change","Diff_From_League_Avg_Payroll","Payroll.Ranking","Top1_Percent","Top3_Percent","Top5_Percent","Median_Exp","Mean_Exp","Position_Payroll_1B","Position_Payroll_2B","Position_Payroll_3B","Position_Payroll_C","Position_Payroll_CF","Position_Payroll_DH","Position_Payroll_LF","Position_Payroll_OF","Position_Payroll_P","Position_Payroll_RF","Position_Payroll_RP","Position_Payroll_SP","Position_Payroll_SS","Position_Percent_Payroll_1B","Position_Percent_Payroll_2B","Position_Percent_Payroll_3B","Position_Percent_Payroll_C","Position_Percent_Payroll_CF","Position_Percent_Payroll_DH","Position_Percent_Payroll_LF","Position_Percent_Payroll_OF","Position_Percent_Payroll_P","Position_Percent_Payroll_RF","Position_Percent_Payroll_RP","Position_Percent_Payroll_SP","Position_Percent_Payroll_SS","Player_Group_Payroll_Designated_Hitter","Player_Group_Payroll_Infield","Player_Group_Payroll_OutField","Player_Group_Payroll_Pitcher","Player_Group_Percent_Payroll_Designated_Hitter","Player_Group_Percent_Payroll_Infield","Player_Group_Percent_Payroll_OutField","Player_Group_Percent_Payroll_Pitcher"
"pittsburgh-pirates",2017,0,75,100503030,66496313,16750000,14381028,125689,0,27.7,0.99,-39535952.6,24,14.1372185495303,31.4667119986333,46.6403838769836,2.587,2.94520454545455,7334000,14915774,2750000,11470000,0,14757833,0,0,0,9282540,33501527,17000393,4860000,7.29729242988993,14.8411187205003,2.7362359124894,11.412591242274,0,14.6839682345895,0,0,0,9.23607974804342,33.3338477456849,16.9153039465576,4.83567510352673,14757833,41329774,9282540,50501920,14.6839682345895,41.1229134086803,9.23607974804342,50.2491516922425
"philadelphia-phillies",2015,0,63,141722639,52800331,33290177,51719664,3912467,0,27.4,-19.04,13101811.233333,9,17.6400892450218,45.9625543664905,64.7304528389427,2.139,3.874,25515000,15017500,1865000,9515500,3151216,0,8042500,0,0,3015000,23382603,52997446,1513500,18.0034750834692,10.5964016094846,1.31595065767862,6.71417076844018,2.22350925881362,0,5.6748167101235,0,0,2.12739476294962,16.4988481480365,37.3951870879288,1.06793100289362,0,53426500,14208716,76380049,0,37.6979291219662,10.0257207318867,53.8940352359654
"philadelphia-phillies",2017,0,66,104020808,23135934,16578578,64189622,339068,0,25.3,0.12,-36018174.6,22,12.9781725979287,36.1376841064338,53.4419142370053,1.17,2.85046341463415,11078000,8998088,4097208,1635000,1600000,0,13550000,0,535000,1608500,33295534,31500000,5420000,10.6497922992484,8.65027697150747,3.93883500693438,1.57180090352692,1.53815378938414,0,13.0262399038469,0,0.514320173325322,1.54632523139024,32.0085323697928,30.2824027285002,5.21049596153877,0,31228296,16758500,65330534,0,30.021201142756,16.1107189246213,62.8052552716183
"philadelphia-phillies",2018,0,80,104297471,97016347,0,6936684,344440,0,27,0.27,-34287963.3,23,28.7638805738636,56.4091654724782,72.9483968024498,2.045,2.76088888888889,22285833,14350000,3495000,12090968,3895000,0,1e+06,545000,0,1659000,27112334,38848882,1145500,21.3675679633689,13.7587228744981,3.35099208685511,11.5927719858135,3.73451049450662,0,0.958796019128786,0.522543830425188,0,1.59064259573466,25.99519790849,37.248153409204,1.09830083991202,0,53367301,7099000,65961216,0,51.1683557504477,6.80649293979525,63.243351317694
"philadelphia-phillies",2019,0,81,159637244,82703582,67270903,3500513,812246,0,27.5,53.06,22234505.3,9,15.6605058904675,33.7953717116289,47.2875001525333,3.081,3.7666875,12113462,10935500,20150000,7020000,5909000,1.1e+07,9610000,5968,555000,14894355,55129786,42064904,0,7.58811772019818,6.8502184866083,12.6223677477168,4.39747005404328,3.7015171722709,6.89062259180571,6.01989846429571,0.00373847596617241,0.347663230768379,9.33012536848857,34.5344135357285,26.350307074958,0,1.1e+07,50218962,30419323,97749690,6.89062259180571,31.4581740085666,19.0552794810214,61.2323838414549
"san-francisco-giants",2019,0,77,178582126,137019224,9768564,31241902,552436,0,27.8,-13.17,41179387.3,5,12.418811163666,35.2654425225064,53.4083556604091,1.056,2.9698085106383,18139379,7458610,16033405,23578117,6913125,555000,1712824,555000,1665000,1554448,42602896,55026250,16310000,10.1574437522376,4.17657139998434,8.9781689574017,13.2029545890836,3.87111809834765,0.310781382454815,0.959123983102318,0.310781382454815,0.932344147364446,0.870438735845266,23.8561926404662,30.8128541374852,9.13305287898745,555000,81519511,10735397,99294146,0.310781382454815,45.6481915776946,6.01146219975005,55.6013909253158
"milwaukee-brewers",2021,2,95,99377415,79937621,3109474,10266654,6217716,0,28.9,18.94,-31242755.233333,19,16.1002376646646,41.0052928021925,56.0992656128156,2.604,3.611025,6702915,8822000,8650100,4218068,22500000,12150000,1.4e+07,0,0,570500,19400497,10135788,654518,6.74490778412781,8.87726854235442,8.70429161394468,4.24449358035727,22.6409592159345,12.2261179766046,14.0877079565815,0,0,0.574074099230695,19.5220382820382,10.1992872324159,0.658618459737557,12150000,29047601,37070500,29536285,12.2261179766046,29.2295799805217,37.3027412717467,29.7213255144542
"milwaukee-brewers",2022,0,86,130769325,93743089,5763506,26548013,4714717,0,28.5,31.59,-19484238.4,19,19.8823386141972,40.147029894052,52.4970209947937,3.057,3.564,1940000,9282020,5081300,7700000,1.8e+07,8500000,2.6e+07,7e+05,0,8399560,33431991,19718302,4600000,1.48352834275164,7.09801017937502,3.88569720001231,5.88823105112763,13.764695963675,6.49999531617985,19.8823386141972,0.535293731920693,0,6.42318831270254,25.5656217541843,15.0786906638847,3.51764452405027,8500000,28603320,53099560,53150293,6.49999531617985,21.8731112973169,40.6055166224954,40.644312418069
"milwaukee-brewers",2023,0,92,125338345,86339557,11924851,13590062,13185808,298067,28.9,-4.15,-40418869.666667,19,20.743851372858,37.7378526898532,52.6654472739368,3.079,3.71005263157895,14449194,2470000,7378591,3539000,720000,8250000,36650969,724300,0,1455400,21781808,31947560,9420000,11.528151261292,1.97066588042151,5.88693827096568,2.82355730802094,0.574445114940683,6.58218360869533,29.2416251387395,0.577875828821579,0,1.1611769726176,17.3784072224665,25.4890552448255,7.51565692047394,8250000,37256785,39550669,53729368,6.58218360869533,29.7249696411741,31.5551230551193,42.867462467292
"washington-nationals",2014,2,96,143278577,142887210,77160,136612,177595,0,28.4,22.9,23522070.066667,8,14.3576439902806,33.8999932976721,49.2546963249084,3.581,4.1235,17157900,10501000,3650000,3546000,7e+06,1.2e+07,32208040,0,0,3500000,37313900,28285400,1058350,11.9752026850462,7.32907893131853,2.54748482042783,2.4748989515718,4.88558732684789,8.37529256031067,22.4793131495157,0,0,2.44279366342395,26.0429024221814,19.7415416821176,0.738665906767067,1.2e+07,35913250,42708040,65599300,8.37529256031067,25.0653312951314,29.8076941397876,45.784444104299
"washington-nationals",2019,5,93,134802246,118352296,1369684,14062625,1017641,0,29.2,-15.29,-2600492.69999999,16,29.1785449924922,56.4777934041247,73.478004216636,3.1085,4.44164285714286,2.1e+07,14670000,18800000,12194333,3807800,0,0,559100,555000,9533300,33951425,63805000,4306100,15.5783754522903,10.8826079945285,13.9463551668123,9.04609037448827,2.82473038320148,0,0,0.414755700732167,0.411714208381958,7.07206317615806,25.1860974185846,47.3322974158754,3.19438297786225,0,70970433,13900200,98311425,0,52.6478119659816,10.3115492600917,72.9301090428419
"washington-nationals",2020,0,70,153803665,27863577,20500582,7137096,468865,0,29.3,14.1,16010312.9,11,22.7562847738381,41.5934308197402,52.9715732066593,3.613,4.30724210526316,3e+06,15375500,564700,1e+07,3917800,0,563500,563500,1690500,10129400,29263044,64535721,7450000,1.95053869490041,9.99683590114709,0.367156400336754,6.50179564966804,2.54727349962694,0,0.366376184858794,0.366376184858794,1.09912855457638,6.58592888537474,19.0262332175244,41.959807004599,4.84383775900269,0,36390200,15174200,95489265,0,23.660164405055,9.86595475471927,62.0851687766998
"kansas-city-royals",2015,5,95,126529835,111740891,10483450,4047582,257912,0,28.8,28.38,-2090992.76666699,13,11.064584095917,25.6856416512359,38.9236261945651,4.0625,5.19997619047619,5700000,10837393,3207500,3168126,5065500,8250000,1e+06,1.4e+07,0,9500000,39366866,26923947,3100000,4.50486638190906,8.56508901635729,2.53497524911812,2.50385689667579,4.00340362413339,6.52020134223679,0.790327435422642,11.064584095917,0,7.5081106365151,31.1127142464068,21.2787339839651,2.45001504981019,8250000,26013019,29565500,66290813,6.52020134223679,20.5588025938704,23.3664257919881,52.3914482303719
"chicago-cubs",2016,5,104,184352494,161378832,2050500,19412586,1510576,0,28.1,38.62,50458203.366667,5,13.5609773741385,33.9928495895477,48.3634173129223,2.183,3.66871111111111,6937714,11032000,507500,17515000,1519000,4188667,4800000,0,0,29666666,42955586,75663500,1555500,3.76328730328975,5.98418809565983,0.275287840695011,9.50082074832142,0.823964985252654,2.27209673659202,2.60370765583459,0,0,16.0923594556849,23.3007891935544,41.0428404619251,0.843764012218896,4188667,37547714,35985666,118619086,2.27209673659202,20.3673480001849,19.5200320967722,64.3436296554795
"milwaukee-brewers",2018,3,95,108982016,89888839,7321500,11383150,388527,0,28.7,58.07,-29603418.3,22,18.3516517073789,39.7313259464754,55.5596255440898,3.072,3.58986046511628,26211430,10475000,10100000,4715100,14300000,0,17045000,0,0,1190650,33329130,13967960,2824580,24.0511517056172,9.61167758173973,9.26758411222637,4.32649364827312,13.1214309707759,0,15.6401951676137,0,0,1.09251970526954,30.5822292734977,12.81675684913,2.59178541898142,0,54326110,32535650,47297090,0,49.8486924668378,29.8541458436592,43.3989861226278
"baltimore-orioles",2019,0,54,73316689,52801617,9822272,8886476,1806324,0,26.5,-43.78,-64086049.7,28,28.7320148895431,66.2405281285957,83.6281109202845,1.014,1.576075,21065362,1133000,1120500,1676500,0,14055000,1281640,575500,1130888,1299540,16529092,19840144,5403872,28.7320148895431,1.54535074544897,1.5283014212494,2.28665536164624,0,19.1702601299958,1.74808766937089,0.784950886148173,1.54247009163221,1.77250230162467,22.5447878586006,27.0608837777712,7.37058925287802,14055000,30399234,3156680,37500124,19.1702601299958,41.4629116707657,4.30554085714373,51.1481417280041
"chicago-white-sox",2017,0,67,85495238,32540383,7571000,44858846,525009,0,26.3,-34.09,-54543744.6,26,24.5627715545982,51.7011906557883,68.114680258566,1.13,2.81124468085106,10825000,2196270,7551376,3610000,536000,3537000,12912056,0,0,1605000,26409415,31472229,1397000,12.6615239085012,2.56887991820082,8.83251064813692,4.22245739581426,0.62693550253641,4.13707252326732,15.1026610394371,0,0,1.87729754024429,30.8899251207418,36.811674821,1.63400913627493,3537000,25579646,15053056,57881644,4.13707252326732,29.9193810069281,17.6068940822178,67.7015999417418
"chicago-white-sox",2018,0,62,71839808,57261542,5920130,7681442,976694,0,26.8,-15.97,-66745626.3,29,29.2317039600106,57.4194184928779,73.9301669625843,1.0745,2.28186842105263,1.3e+07,4070000,555000,8355000,0,7270000,1670000,0,0,1105000,20629644,29160000,1063798,18.0958167371494,5.66538262463062,0.772552176085994,11.6300422183756,0,10.1197375137751,2.32461645777227,0,0,1.5381444226577,28.7161736289718,40.590308927329,1.48079181948816,7270000,27043798,2775000,49789644,10.1197375137751,37.6445855757298,3.86276088042997,69.3064825563008
"chicago-white-sox",2019,0,72,91371201,67330431,10267750,13080697,692323,0,27.5,27.19,-46031537.7,26,17.5274045046207,36.8624551624313,53.4093581630825,1.127,2.627875,23809104,8072342,1130000,9750000,0,2388333,1122000,0,0,4648584,27200000,15791335,1400000,26.0575583328493,8.83466771986504,1.23671352420989,10.6707582841119,0,2.61387939948387,1.22795803023318,0,0,5.08758115152716,29.7686795208044,17.2826173095831,1.53221144592375,2388333,44161446,5770584,42991335,2.61387939948387,48.3319093069599,6.31553918176034,47.0512968303875
"chicago-white-sox",2020,0,94,124348641,43034329,1819815,7812642,789761,0,27.3,36.09,-13444711.1,18,14.6764772443311,39.4308016603093,57.5512248662211,3.1025,3.78233333333333,13781666,4388500,1800000,23650000,3500000,14333333,0,0,0,6148000,22173527,29323615,4e+06,11.083085339067,3.52919015817792,1.44754296108471,19.0191061275853,2.81466686877583,11.5267307183518,0,0,0,4.94416340263823,17.8317405173732,23.5817736037823,3.21676213574381,14333333,47620166,9648000,51497142,11.5267307183518,38.2956867216587,7.75883027141406,41.4135141211555
"chicago-white-sox",2021,2,93,140926169,125829369,3193240,10099143,1804417,0,28,13.33,10305998.766667,14,12.9500433663247,38.2588034448024,57.6543019487034,3.091,3.71663636363636,19646386,8879900,6800000,18250000,4783737,4908333,0,0,0,10160446,37020673,37755334,7250000,13.9409068872084,6.30110082677405,4.82522163786344,12.9500433663247,3.39449871797764,3.48291097021164,0,0,0,7.20976527787398,26.2695518246863,26.7908609649355,5.14453777566323,4908333,60826286,14944183,74776007,3.48291097021164,43.1618104938338,10.6042639958516,53.0604127896218
"chicago-white-sox",2023,0,61,162863836,85292616,37717329,38812106,1041785,0,27.9,-19.85,-2893378.66666701,15,11.2056798170958,30.9358628885543,46.0005762114064,3.0255,3.89285,1495000,6674285,19699778,20315665,11258047,10333333,8619355,0,720000,0,38296937,37106372,15500000,0.917944730222368,4.09807675167371,12.0958577937462,12.4740184800756,6.91255178344197,6.34476827624274,5.29236889643199,0,0.442087094153916,0,23.5146966573967,22.7836780167698,9.51715272136903,10333333,63684728,19877402,76123309,6.34476827624274,39.1030504770869,12.204920679874,46.7404617683204
"cleveland-guardians",2020,0,94,37949941,34471070,209630,3269241,1139981,209185,27.8,-64.48,-99843411.1,30,21.9587535063625,49.0412119481292,63.0264985128699,2.1235,3.3850714938256,8421338,2667668,2714815,2718982,694444,217185,537037,256434,174440,462778,5120969,5982370,6481481,22.1906484650398,7.02943912350219,7.15367383575115,7.16465408997606,1.8298948080051,0.57229337985005,1.41511945960601,0.67571646554075,0.459658158625332,1.21944326606463,13.494010438646,15.7638453245553,17.0790278698984,217185,23004284,1950693,11277779,0.57229337985005,60.6174433841676,5.14017399921649,29.7175139218267
"cleveland-guardians",2021,0,80,50670534,35682311,1367760,11873544,1470889,0,26.6,33.52,-79949636.233333,29,18.5512155841894,39.6764814043602,52.5689249692928,2.129,3.49031045639995,1158456,3578485,9400000,9408992,206310,1085268,5204285,297499,0,915444,11217576,3122380,2878920,2.2862518085955,7.0622602872115,18.5512155841894,18.5689615980759,0.407159711401502,2.14181283347043,10.2708311698472,0.587124264370295,0,1.80665946800561,22.1382628412797,6.16212175699589,5.68164527336538,1085268,26424853,6623538,14339956,2.14181283347043,52.1503345514377,13.0717746136246,28.3003845982756
"cleveland-guardians",2022,2,92,66477492,56507878,702900,4619812,4646902,0,25.6,31.2,-83776071.4,27,33.0939079350346,49.5656484754268,60.245955127188,2.121,3.40145819792075,1200000,1245740,2.2e+07,4975829,1899990,3100000,780766,804148,155600,53844,7442322,12208795,5921250,1.80512225100189,1.87392749413591,33.0939079350346,7.48498303756706,2.85809518806756,4.66323248175488,1.17448173285478,1.20965453991556,0.234064185213245,0.0809958354024547,11.1952508677674,18.3653062603505,8.90715010728744,3100000,35342819,3538748,19806717,4.66323248175488,53.1650908250269,5.32322729624036,29.7946213133311
"cleveland-guardians",2023,0,76,91861627,54881912,1881400,30397406,4108646,0,26.3,38.18,-73895587.666667,26,15.2403135642263,38.2082172352554,50.7270462344413,2.164,3.37224838312978,14438690,1571429,16131706,7797253,2900000,0,727300,306915,0,1994348,10006148,24651951,6634978,15.7178687897614,1.71064790742276,17.560875554708,8.48804147568603,3.15692209544688,0,0.791734289661558,0.334105774111752,0,2.17103491972769,10.892630935004,26.8359616578531,7.22279608655309,0,46574056,5928563,34658099,0,50.7002298141312,6.45379707894788,37.7285925928571
"tampa-bay-rays",2023,0,99,79354272,52744710,15788201,2956334,5410482,0,27.5,-19.31,-86402942.666667,27,13.8618876120494,30.2441184262896,43.6019373979009,2.1345,2.6031,6720000,5250000,1455000,2070000,1453900,2200000,4870000,0,212905,7723200,17274075,28027920,5342145,8.4683531593611,6.61590090575086,1.83354967959381,2.60855521426748,1.8321634908326,2.77237752240988,6.13703569733461,0,0.268296834731216,9.73255730958001,21.768298750192,35.3199888217738,6.73201941793379,2200000,20837145,14047100,45514900,2.77237752240988,26.258378376907,17.7017564977472,57.3565844066971
"milwaukee-brewers",2024,0,NA,110411338,79393054,25146368,2029968,3841948,0,28.4,-11.91,-55138058.133333,21,23.5483062436939,45.51163033637,58.1914875445129,3.0315,3.31622222222222,13350000,748200,0,4766900,746500,0,2.6e+07,744300,0,3050000,20942568,29349160,14484000,12.0911495520505,0.677647797366607,0,4.31740080896402,0.676108100419904,0,23.5483062436939,0.674115551430053,0,2.76239746320256,18.9677694151302,26.5816541413528,13.1182179859101,0,33349100,30540800,50291728,0,30.2044161442913,27.6609273587464,45.5494235564829
"tampa-bay-rays",2024,0,NA,96372703,69384741,11900191,19402698,3055528,0,28,21.45,-69176693.133333,28,11.4140204202844,30.6881503572645,47.3941256996807,2.16,2.97686486486487,8e+06,8845970,3400000,1495400,757800,4545200,8100000,742400,0,2755700,21008567,38957028,5463545,8.30110576020681,9.17891656520208,3.52796994808789,1.55168419422666,0.78632224313559,4.7162732376615,8.40486958220939,0.770342614547192,0,2.85941964292524,21.7992920671738,40.4233011914172,5.66918310883114,4545200,27204915,12355900,59965595,4.7162732376615,28.2288595765546,12.8209540828174,62.2225932585911
"boston-red-sox",2012,0,69,173216551,166392780,0,6823771,0,0,28.5,1.6,66018665.866667,3,12.6183911836462,34.1851189497475,51.8075688968083,4.1045,5.55159090909091,22337142,8250000,7530000,3953771,10375000,14575000,29286642,0,0,3e+06,22051500,57367334,1980000,12.8955009616835,4.76282431001643,4.34715964296045,2.28255959212581,5.98961238986914,8.41432294769568,16.9075309668301,0,0,1.73193611273325,12.7305963966457,33.1188524819433,1.14307783440394,14575000,44050913,42661642,79418834,8.41432294769568,25.4311223411901,24.6290794694325,45.849448878589
"kansas-city-royals",2012,0,72,70344235,66385000,0,2579235,1380000,0,26.4,35.09,-36853650.133333,25,12.0834351244278,30.2441273261412,46.7344623194779,2.082,3.20065853658537,2982500,1931100,487250,3105425,1444475,8500000,7238000,6025000,0,1345000,25468810,8956675,1480000,4.23986414807127,2.7452143022097,0.692665148750285,4.41461194367954,2.05343764133621,12.0834351244278,10.2894004036009,8.56502313231497,0,1.91202591086533,36.2059662742796,12.7326354462452,2.1039392922533,8500000,9986275,16052475,34425485,12.0834351244278,14.1962948349641,22.8198870881175,48.9386017205248
"kansas-city-royals",2013,0,86,84398434,76594673,0,6399663,1404098,0,28.2,19.98,-26299346.6,21,15.4031293992967,38.270852276714,55.759328425454,3.0155,4.0077619047619,1018250,6783663,524500,2650000,3609175,8500000,6752500,9050000,0,491625,18034075,32017125,3994525,1.2064797316026,8.03766453770931,0.621457028456239,3.13986868524124,4.27635304228512,10.0712769149247,8.00074086682698,10.7229477741258,0,0.582504883917633,21.3677839093555,37.9356861052659,4.7329373433635,8500000,14970938,19903300,50051200,10.0712769149247,17.7384073263729,23.5825465671555,59.3034700146214
"kansas-city-royals",2014,4,89,98558300,90536848,0,4686452,3335000,0,28.7,16.78,-21198206.933333,18,13.697476518974,33.2797948016555,48.4992131560711,3.018,4.41838461538462,3600000,6008575,898181,2110200,1649771,9e+06,5839564,10800000,0,0,26696500,29526500,3513500,3.65266040505975,6.09646777592552,0.911319493132491,2.14106777409919,1.67390366919884,9.13165101264937,5.92498450155898,10.9579812151792,0,0,27.0870134732438,29.9584104027768,3.56489509254928,9e+06,16130456,18289335,56223000,9.13165101264937,16.3664105407662,18.5568693859371,57.0454238760206
"cleveland-guardians",2012,0,68,77057243,71063254,0,5993989,0,0,27.1,37.7,-30140642.133333,24,16.870575034718,29.7181667919264,41.4626824891724,3.1105,4.65052664982734,5316900,5512100,480000,1189405,0,17900000,4647600,0,0,5480000,23759500,5333749,964000,6.89993541554556,7.15325358837455,0.622913539743435,1.54353433070529,0,23.2294840862656,6.03136034856581,0,0,7.11159624540421,30.8335713490294,6.92180097852709,1.2510180256514,17900000,13462405,10127600,29093249,23.2294840862656,17.4706549000202,13.14295659397,37.7553723275565
"pittsburgh-pirates",2022,0,62,56184032,30472503,8449026,13072838,4189665,0,26.1,3.36,-94069531.4,28,17.7986514033026,38.7120668021832,51.1711227844951,1.076,1.38404761904762,4e+06,1400000,11300000,6854618,2e+06,1198700,7527960,892300,1645553,4800000,12118456,4275000,4335051,7.11946056132105,2.49181119646237,20.112476085732,12.2002956284803,3.55973028066053,2.13352434371389,13.3987535818006,1.58817366471669,2.92886242126589,8.54335267358526,21.5692173890261,7.60892347491188,7.71580615645385,1198700,27889669,15220260,18039009,2.13352434371389,49.6398496284496,27.0900102007631,32.1070032852039
"san-diego-padres",2012,0,76,63831125,60053625,0,2550000,1227500,0,27.5,32.93,-43366760.133333,27,11.7889195905602,31.4110083442835,45.471546992161,4.03,4.17334146341463,1886600,481400,9456000,2750000,2725000,0,7517400,0,0,3565000,24413000,4452500,5980000,2.95561138864465,0.754177527029329,14.8140895213738,4.30824303973962,4.26907719392381,0,11.7770131734322,0,0,5.58504961333519,38.2462317560594,6.97543713979661,9.3684703191429,0,20554000,13807400,28865500,0,32.2005917959303,21.6311399806912,45.2216688958561
"new-york-mets",2013,0,74,101300814,70361236,500625,29697743,741210,0,28,-3.51,-9396966.59999999,15,25.1725519204614,54.0222707391078,66.2343818875927,3.045,4.00898717948718,7549240,0,11590040,7341808,1571672,504547,1068598,0,0,18234781,19854297,36979375,1504701,7.45229944549113,0,11.4412111239304,7.24753110078661,1.55149000086021,0.498068060933844,1.05487602498436,0,0,18.0006263325781,19.5993459637945,36.5045191048514,1.48537898224589,504547,27985789,20875051,56833672,0.498068060933844,27.626420652454,20.6069923584227,56.1038650686459
"seattle-mariners",2013,0,71,82720022,63266296,492200,18717866,243660,0,26.9,-1.86,-27977758.6,22,24.9119155214925,43.423153344906,59.1992613348193,2.096,3.79573684210526,3391050,2700000,8566629,3181441,8860423,8e+06,3412927,0,0,1e+06,10937896,36137142,490000,4.09943072790769,3.26402234274067,10.3561735029519,3.84603500226342,10.7113402363457,9.67117731182421,4.12587777116404,0,0,1.20889716397803,13.2227914542866,43.6860884780712,0.592359610349233,8e+06,18329120,13273350,47075038,9.67117731182421,22.1580211862129,16.0461151714877,56.9088799323578
"atlanta-braves",2014,0,79,116865707,102713304,0,14100492,51911,0,27,23.08,-2890799.93333299,12,12.3717499094923,36.459226657483,54.0007283744923,3.038,3.806125,5534375,14900000,4750000,5500000,3250492,520250,29158333,0,0,5500000,21777500,27672916,2e+06,4.73567066171088,12.7496768577287,4.06449430028263,4.70625655822199,2.78139078044511,0.445169086257271,24.9502901651038,0,0,4.70625655822199,18.6346367630326,23.6792440745684,1.71136602117163,520250,32684375,37908825,49450416,0.445169086257271,27.9674643991158,32.4379375037709,42.3138808376011
"new-york-mets",2014,0,79,94478037,74021346,0,19290982,1165709,0,27.5,-6.74,-25278469.933333,20,21.1689410947435,44.4547762989614,57.6324421304393,2.171,3.91546153846154,9207697,5e+05,2e+07,1006900,3356636,0,13360655,0,0,9750000,19273164,19619000,1100000,9.74585977056234,0.529223527368588,21.1689410947435,1.06575033941486,3.55282148802478,0,14.1415459341095,0,0,10.3198587836875,20.3996236712666,20.7656727668887,1.16429176021089,0,31814597,26467291,38892164,0,33.6740664923002,28.0142262058218,41.1652964381553
"seattle-mariners",2014,0,87,115534174,100330060,0,12504114,1700000,0,27.5,39.67,-4222332.93333299,13,20.8163517056001,51.6359272192486,65.5279207691397,3.072,4.39233333333333,2637500,4500000,10040100,2004100,7337343,37800000,4655810,0,0,8250000,18792161,33613042,0,2.2828743294603,3.8949514625863,8.69015603989171,1.73463827248205,6.35079885541052,32.7175922857249,4.02981199311643,0,0,7.14074434807488,16.2654566604683,29.093592688861,0,37800000,19181700,20243153,52405203,32.7175922857249,16.6026201044204,17.5213551966018,45.3590493493293
"minnesota-twins",2013,0,66,81300970,57960017,490000,17083194,5767759,0,27.2,-24.68,-29396810.6,23,28.3514452533592,53.7243479382841,64.1793277497181,2.048,3.251775,14615916,3239436,1015000,28482842,990000,0,8960000,0,0,0,16272500,6020000,495000,17.9775419653665,3.98449858593323,1.24844758924771,35.0338280096781,1.21769764862584,0,11.0207787188763,0,0,0,20.0151363507717,7.40458570174501,0.60884882431292,0,47848194,9950000,22292500,0,58.8531649745384,12.2384763675021,27.4197220525167
"new-york-yankees",2016,0,84,220743376,159213515,10509409,50238466,781986,0,27.6,-0.23,86849085.366667,2,11.3253681505714,31.7676576623527,50.858992480028,2.1145,3.927,24157800,11565742,16750000,18063500,23224357,13515000,14009700,0,0,532457,27226934,60617325,23425000,10.9438391483149,5.23945144338102,7.58799666088282,8.18303150351384,10.520975723412,6.12249402219888,6.34660040716239,0,0,0.241210861973951,12.3342020464523,27.4605408771133,10.6118699570854,13515000,93962042,37766514,87844259,6.12249402219888,42.566188713178,17.1087869925483,39.7947429235657
"new-york-yankees",2017,3,91,209044502,164826896,7867680,36170687,179239,0,27.5,-5.3,69005519.4,3,11.9591760418554,32.5972969143192,50.8709179062743,3.0205,3.95145238095238,5124500,10419042,26535000,7397900,23315042,0,12500000,13535000,0,254301,56361934,60130975,26716692,2.45139190505953,4.98412629861942,12.6934694508254,3.53891153760169,11.1531476680501,0,5.97958802092772,6.47469790906053,0,0.121649217064795,26.9616916306175,28.7646766237363,12.7803849153612,0,76193134,49604343,116492909,0,36.4482841074672,23.7290828151032,55.7263682543538
"new-york-yankees",2019,3,103,223019037,171935047,42325463,7772219,408808,0,28.6,23.83,85616298.3,2,11.658197591446,31.2379915800641,48.4306301618548,2.138,3.96886363636364,2328200,13243752,1172600,3032700,28669871,47815862,7500000,563300,2984,555000,53380658,63494800,12677081,1.04394675509248,5.93839529492722,0.525784711374213,1.35983907059916,12.8553469630487,21.4402602769736,3.36294161291711,0.252579334740828,0.00133800236972595,0.248857679355866,23.9354714817462,28.4705740165132,5.68430443002944,47815862,32454333,37288171,116878442,21.4402602769736,14.5522702620225,16.7197255900625,52.4073835006291
"new-york-yankees",2020,2,89,250816016,77215694,9920725,23982977,819685,0,29,12.46,113022663.9,1,14.3531503984977,33.8893828853417,49.1766271417053,3.0685,4.36959375,634000,12675500,2475000,6634479,41031671,2.6e+07,1e+07,588100,0,0,46430966,101263500,582800,0.252774926462431,5.05370438544881,0.986779089896715,2.6451576361854,16.3592706934632,10.3661641766928,3.98698622180491,0.234474659704347,0,0,18.5119621707092,40.3736179271742,0.23236155700679,2.6e+07,23001779,51619771,147694466,10.3661641766928,9.17077759500015,20.5807315749725,58.8855800978834
"new-york-yankees",2021,1,92,205669863,141518753,48217362,12129712,3804036,0,28.9,-18,75049692.766667,2,17.5037798318561,39.9669639494047,55.2827713022787,2.648,4.24156818181818,27434948,31351735,5859500,7514500,26051310,2.9e+07,2850000,3259600,138015,130644,43027388,65157024,603000,13.3393135969561,15.2437185218527,2.84898327568779,3.65367093184673,12.6665665158731,14.1002670867729,1.38571590335527,1.58487002055328,0.0671051159303782,0.0635212170098057,20.9206090636624,31.6803945165267,0.293188312183589,2.9e+07,72763683,32291554,108322427,14.1002670867729,35.3788746385269,15.7006736567914,52.6681086961195
"new-york-yankees",2022,3,99,252957200,214676803,25203665,12115094,961638,0,29.6,22.99,102703636.6,3,14.2316565806389,34.7884938637841,49.4154742383297,4,4.43990243902439,22661816,21250000,25378570,1655000,34485714,3.1e+07,9200000,0,0,0,50463414,66927602,5400000,8.95875507793413,8.40063062051604,10.0327525763252,0.654260878915484,13.6330232940592,12.2550376111058,3.63697890394106,0,0,0,19.9493882759613,26.4580735397134,2.13474848709584,3.1e+07,76345386,43685714,117391016,12.2550376111058,30.1811476407867,17.2700021980003,46.4074618156747
