"Team","Year","Playoff_Status","Wins","Total.Payroll","Active.Payroll","Injured","Retained","Buried","Suspended","Average.Age","Payroll.Percent.Change","Diff_From_League_Avg_Payroll","Payroll.Ranking","Top1_Percent","Top3_Percent","Top5_Percent","Median_Exp","Mean_Exp","Position_Payroll_1B","Position_Payroll_2B","Position_Payroll_3B","Position_Payroll_C","Position_Payroll_CF","Position_Payroll_DH","Position_Payroll_LF","Position_Payroll_OF","Position_Payroll_P","Position_Payroll_RF","Position_Payroll_RP","Position_Payroll_SP","Position_Payroll_SS","Position_Percent_Payroll_1B","Position_Percent_Payroll_2B","Position_Percent_Payroll_3B","Position_Percent_Payroll_C","Position_Percent_Payroll_CF","Position_Percent_Payroll_DH","Position_Percent_Payroll_LF","Position_Percent_Payroll_OF","Position_Percent_Payroll_P","Position_Percent_Payroll_RF","Position_Percent_Payroll_RP","Position_Percent_Payroll_SP","Position_Percent_Payroll_SS","Player_Group_Payroll_Designated_Hitter","Player_Group_Payroll_Infield","Player_Group_Payroll_OutField","Player_Group_Payroll_Pitcher","Player_Group_Percent_Payroll_Designated_Hitter","Player_Group_Percent_Payroll_Infield","Player_Group_Percent_Payroll_OutField","Player_Group_Percent_Payroll_Pitcher"
"san-diego-padres",2018,0,66,103934465,50260627,6764800,44479430,1884608,545000,25.9,35.12,-34650969.3,24,20.2050397815585,43.2965138176254,58.5349008146624,2,2.34687804878049,25500000,2256200,16593500,2348100,0,1100000,3051600,0,0,1657200,31782443,14393687,6825000,24.534691163321,2.17079098834059,15.9653489340615,2.25921209100369,0,1.05835922665306,2.9360809236859,0,0,1.59446628219042,30.5793107223865,13.8488104018239,6.56663792900651,1100000,53522800,4708800,46176130,1.05835922665306,51.4966811057333,4.53054720587632,44.4281211242103
"oakland-athletics",2012,2,94,60470192,56608334,0,3861858,0,0,27.2,-20.07,-46727693.133333,29,12.8162318386553,33.4875735139058,48.8257090369417,3,3.97086666666667,2062500,9797500,1376566,4966011,6e+06,480000,7980000,0,0,3382500,17495847,12405000,490000,3.41077137641633,16.2021976050614,2.27643728996263,8.2123288115242,9.92224400412024,0.79377952032962,13.1965845254799,0,0,5.59366505732279,28.9330104987925,20.5142394785186,0.81031659366982,480000,18692577,17362500,29900847,0.79377952032962,30.9120516766343,28.712493586923,49.4472499773111
"oakland-athletics",2013,2,96,67055517,65065572,0,1984590,5355,0,28,10.89,-43642263.6,28,12.9743239471258,36.0894987954533,54.3393021636087,3.081,4.36120512820513,1590000,5248744,5580000,7470000,7e+06,1683005,9032841,0,0,14685000,11432000,11272500,2875000,2.37116954895747,7.82746034155549,8.32146294539791,11.1400229752908,10.4391112218253,2.50986805455545,13.4706902640091,0,0,21.8997640417864,17.0485599268439,16.8106973211466,4.28749210896398,1683005,22763744,30717841,22704500,2.50986805455545,33.9476079201656,45.8095655276209,33.8592572479905
"oakland-athletics",2014,1,88,92888412,65864461,0,22605236,4418715,0,29.1,38.52,-26868094.933333,21,14.049115189955,34.5575936856365,50.9292569238884,4.102,4.78168292682927,5e+05,5250000,5885000,4707500,8800000,5350000,14976158,0,0,6500000,26988400,31059078,2750000,0.538280275477204,5.65194289251064,6.33555884236669,5.06790879361787,9.47373284839879,5.75959894760608,16.1227409076603,0,0,6.99764358120365,29.0546467733779,33.4369781238159,2.96054151512462,5350000,19092500,30276158,58047478,5.75959894760608,20.554232319097,32.5941173372627,62.4916248971939
"oakland-athletics",2015,0,68,80376830,41897450,8772896,29468089,238395,0,27.9,-13.47,-48243997.766667,26,13.6855359933951,32.6195733272885,44.8087427682828,2.561,3.30343181818182,3800000,7614632,3257500,2037500,13766000,6666666,2107500,0,0,4607500,23478565,12495736,3250000,4.72773061590013,9.47366548295074,4.0527848634986,2.5349345078675,17.1268262259161,8.29426340899486,2.62202428237093,0,0,5.73237337177891,29.2106133073424,15.546440435633,4.04345381623037,6666666,19959632,20481000,35974301,8.29426340899486,24.8325692864474,25.4812238800659,44.7570537429754
"texas-rangers",2016,2,95,163021690,134724626,21458018,6652924,186122,0,27.6,6.73,29127399.366667,8,13.8018444048764,37.1729675971339,57.5690265510068,3.034,3.92646666666667,6209500,1034200,18100000,6905447,8716786,5.3e+07,2605000,0,0,3682620,25391711,42463920,15250000,3.80900234809245,0.634394110378809,11.1028170545895,4.23590689067203,5.3470099592269,32.51101126482,1.59794687443125,0,0,2.25897547743494,15.5756641953595,26.048018518272,9.3545834299718,5.3e+07,47499147,15004406,67855631,32.51101126482,29.1367038337046,9.20393231109308,41.6236827136315
"texas-rangers",2017,0,78,163400840,126365185,1074360,33856996,2104299,0,28.3,0.23,23361857.4,10,13.7698190535618,37.0255134551328,53.3962983299229,2.125,3.8907619047619,6537120,2430193,18535000,6385904,540300,2.9e+07,2535000,535000,535000,13126190,29795729,47385133,15250000,4.0006648680631,1.48725857223255,11.3432709403452,3.90812189215184,0.330659254872864,17.7477667801463,1.55139961336796,0.327415697495802,0.327415697495802,8.03312271834098,18.2347465288428,28.9993203217315,9.33287735852521,2.9e+07,49138217,16736490,77715862,17.7477667801463,30.0721936313179,10.2425972840776,47.5614825480701
"atlanta-braves",2017,0,72,105218575,80713434,1997766,21037983,1469392,0,27.3,9.51,-34820407.6,21,20.4336544189084,52.1384888552235,69.7209356807959,2.05,3.17526829268293,23659375,6280903,2247917,6863960,4485000,0,22035000,545000,0,1.1e+07,15743953,28080666,540000,22.4859298845285,5.96938610886909,2.13642600652974,6.52352495745167,4.26255535203741,0,20.9421197730534,0.517969379456051,0,10.4544278422322,14.9630927809087,26.6879360417113,0.513217366800491,0,39592155,38065000,43824619,0,37.6284843241795,36.1770723467791,41.65102882262
"atlanta-braves",2018,2,90,130852350,73767565,13299094,42392955,1392736,0,27.1,24.36,-7733084.30000001,18,17.0857787422236,47.1013214512387,64.3344853951801,2.0845,3.293875,47766518,555000,2435000,11071901,4700000,0,1655000,0,0,13340182,26897520,49368334,565000,36.5041346219613,0.424142172456207,1.86087601789345,8.46136962767577,3.59183461359311,0,1.2647843160631,0,0,10.1948356296238,20.5556262459176,37.7282746546012,0.431784373761725,0,62393419,19695182,76265854,0,47.6823068137485,15.05145455928,58.2839009005188
"atlanta-braves",2019,2,97,143947963,117758736,8328689,17791906,68632,0,28.7,10.01,6545224.30000001,14,15.9779961596261,45.5854835542202,66.5421316173818,3.075,3.83725,21409375,1e+06,25525000,7455000,10150000,555000,1e+06,0,0,7875000,55611970,46081604,1585000,14.872996153478,0.694695485201135,17.732102259759,5.17895484217446,7.05115917479152,0.38555599428663,0.694695485201135,0,0,5.47072694595894,38.633384482141,32.0126822496266,1.1010923440438,555000,56974375,19025000,101693574,0.38555599428663,39.5798410846564,13.2165816059516,70.6460667317675
"atlanta-braves",2020,3,94,150926159,50458292,7255497,1000284,3847858,0,29.1,4.85,13132806.9,12,14.9472928678984,39.4625924323695,60.0024380134129,3.15,4.60915151515151,22769439,1e+06,1132000,1.2e+07,7700000,1.8e+07,0,0,0,8250000,54129220,21295500,4150000,15.0864761621609,0.662575663904625,0.750035651540036,7.9509079668555,5.10183261206561,11.9263619502833,0,0,0,5.46624922721316,35.8647038781395,14.1098800506809,2.74968900520419,1.8e+07,41051439,15950000,75424720,11.9263619502833,27.1996844496652,10.5680818392788,49.9745839288205
"atlanta-braves",2021,5,89,152753755,115354620,3301950,17735468,2956717,0,28.2,1.21,22133584.766667,10,14.6702612973409,34.9643614325553,50.67592282756,4.007,4.10825641025641,22651310,3e+06,1241060,12711417,10173747,28750000,8e+06,0,82809,7e+06,44671119,20287840,9500000,14.8286436559285,1.96394517437558,0.81245793270352,8.32150869220858,6.66022710865602,18.8211412544327,5.23718713166822,0,0.0542107786482892,4.58253874020969,29.2438761980025,13.281401822168,6.21915971885601,28750000,49103787,25173747,65041768,18.8211412544327,32.1457151740722,16.4799529805339,42.5794887988187
"atlanta-braves",2022,2,101,179938888,143633732,20918726,10710954,4675476,0,29,17.8,29685324.6,9,11.1148847379784,28.8987003187438,45.5710274257113,4.062,4.24397674418605,1.5e+07,5803842,3950000,9410000,2725000,16080766,9e+06,0,0,29275000,52301346,38200000,13100000,8.33616355348378,3.22545174337189,2.19518973575073,5.22955326921883,1.51440304554955,8.93679302942008,5.00169813209027,0,0,16.2694125352158,29.0661716215563,21.2294298495387,7.28024950337583,16080766,47263842,4.1e+07,90501346,8.93679302942008,26.2666078052011,22.7855137128557,50.295601471095
"atlanta-braves",2023,2,104,206239131,158186507,34160535,11447888,2444201,0,28.5,14.62,40481916.333333,10,10.1823547734014,28.1226941360609,43.6386633145773,4.0705,4.49159523809524,2.1e+07,11420000,15116130,1.2e+07,8750000,1.6e+07,9011613,804672,0,17052689,52212542,50192742,4020000,10.1823547734014,5.53726150058303,7.32941897432646,5.81848844194364,4.24264782225057,7.75798458925818,4.36949717364742,0.390164560962973,0,8.26840615421329,25.3165060126247,24.3371574330383,1.94919362805112,1.6e+07,63556130,35618974,102405284,7.75798458925818,30.8167173183056,17.2707157110742,49.653663445663
